Individual Race Samples,Date,Race Event Name,Race Number,Horse Name,Jockey,Last Raced,Weight,Start Position,Finish Position,Odds,LIFE%WIN,AVESPRAT,W/RACE,LSPEDRAT,JOCK%WIN0,JOCK#WIN0,JIMISTDATA,NEWDIST,timeSinceLastRace,Age Of Horse,finishingPostioninLastRace,Finish position 2,numerical finishing position,weightCarriedInPastRace,Binary Odds,Weight2,odds2,AVESPRAT2,W/Race2,LSPEDRAT 2,Timesince,JOCK#RACE,JOCK#WIN,JOCK%WIN,JOCK#TOP3TOTAL,JOCK#TOP3%,JOCK#RACEL2,JOCK#WINL2,JOCK%WINL2,JOCK#TOP3TL2,JOCK%TOP3L2
,4/1/2023,Remington Park,71,Miss Merlot,Cristian Esqueda,3/12/2023,124,7,0,9.7,0.25,53.25,$961.00 ,61,,,,,20,3,8-Jun,6,0.75,126,0,0.124,0.61,0.5325,$0.00 ,0.61,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Remington Park,71,First Libby Lark,Juan Puildo,3/18/2023,124,9,0,5,0.0833,67.75,"$12,935.00 ",71,,,,,14,3,10-May,5,0.5,124,0,0.124,0.71,0.6775,$0.01 ,0.71,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Remington Park,71,Sjm Desirable Candy,Gonzalo Gutierrez,3/12/2023,127,8,0,8,0.125,63,"$28,740.00 ",69,,,,,20,3,8-Apr,4,0.5,129,0,0.127,0.69,0.63,$0.03 ,0.69,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Remington Park,71,Jo Capi,Rolando Raudales,10/30/2022,124,5,0,11.3,0.1429,58.5,"$15,832.00 ",59,,,,,153,3, 5/8,5,0.63,127,0,0.124,0.59,0.585,$0.02 ,0.59,1.53,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Remington Park,71,Syzygy,Fernando Fonseca-Soto,10/30/2022,125,6,0,16.7,0.25,65.75,$931.00 ,66,,,,,153,3,6-Feb,2,0.33,127,0,0.125,0.66,0.6575,$0.00 ,0.66,1.53,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Remington Park,71,Hot Lil Marfa,Ruben Castro,9/12/2022,126,10,0,13.8,0.1667,51.5,"$5,632.00 ",56,,,,,201,3, 7/8,7,0.88,124,0,0.126,0.56,0.515,$0.01 ,0.56,2.01,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Flyunderthegraydar,Jesus Osuna,3/12/2023,126,2,0,2.1,0.1333,65.75,"$28,733.00 ",44,,,,,20,6,5-May,5,1,122,1,0.126,0.44,0.6575,$0.03 ,0.44,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Rocked,Devon Ellis,3/18/2023,126,3,0,7.6,0.1176,69.75,"$14,778.00 ",49,,,,,14,4, 5/6,5,0.83,126,0,0.126,0.49,0.6975,$0.01 ,0.49,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Lil Latigo,Vladimir Jensen,3/27/2023,125,5,0,38.3,0.1071,43.25,"$6,866.00 ",41,,,,,5,7,7-Jul,7,1,124,0,0.125,0.41,0.4325,$0.01 ,0.41,0.05,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Edinburgh Express,Micheal Ybarra,3/18/2023,126,1,0,2,0.1,67.25,"$7,685.00 ",72,,,,,14,5,6-Feb,2,0.33,126,0,0.126,0.72,0.6725,$0.01 ,0.72,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Two Socks Mac,Jayden Ironeyes,2/14/2023,121,8,0,45.3,0.1176,56.25,"$6,567.00 ",57,,,,,46,4, 8/9,8,0.89,122,0,0.121,0.57,0.5625,$0.01 ,0.57,0.46,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,King Lebron,Daniel Aguilar,2/26/2023,126,6,0,1.7,0.25,70.75,"$4,201.00 ",76,,,,,34,7, 2/7,2,0.29,126,0,0.126,0.76,0.7075,$0.00 ,0.76,0.34,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Become an Insider,Teresa Salazar,3/11/2023,121,7,0,43.8,0,32.75,$511.00 ,37,,,,,21,9,6-Jun,6,1,121,0,0.121,0.37,0.3275,$0.00 ,0.37,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,72,Blue Gessami,Kenneth Deonauth,3/12/2023,121,4,0,14.6,0.2,53.25,"$1,217.00 ",40,,,,,20,8,8-Apr,4,0.5,126,0,0.121,0.4,0.5325,$0.00 ,0.4,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,Haynespun,Kody Kellenberger,3/26/2023,126,1,0,9.3,0.1111,54.5,"$20,601.00 ",62,,,,,6,5,6-Feb,2,0.33,126,1,0.126,0.62,0.545,$0.02 ,0.62,0.06,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,Bad Karma,Jesus Osuna,3/25/2023,126,2,0,0.6,0,59.5,"$22,419.00 ",63,,,,,7,6, 2/5,2,0.4,121,0,0.126,0.63,0.595,$0.02 ,0.63,0.07,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,Shaman's Prodigy,Ajhari Williams,3/5/2023,126,3,0,5.9,0.125,60.25,"$10,082.00 ",52,,,,,27,4, 4/7,4,0.57,122,0,0.126,0.52,0.6025,$0.01 ,0.52,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,Tothemoonandback,Daniel Aguilar,3/25/2023,126,4,0,3.5,0.0417,58.75,"$9,536.00 ",62,,,,,7,5, 2/5,2,0.4,126,0,0.126,0.62,0.5875,$0.01 ,0.62,0.07,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,My Funny Gal,Teresa Salazar,3/12/2023,121,5,0,24.4,0.0769,54.25,"$2,755.00 ",45,,,,,20,11, 3/7,3,0.43,126,0,0.121,0.45,0.5425,$0.00 ,0.45,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,Christa Slew,Devon Ellis,3/1/2020,125,6,0,24.6,0,34.25,$312.00 ,41,,,,,1126,8,6-Jun,6,1,123,0,0.125,0.41,0.3425,$0.00 ,0.41,11.26,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,73,Elemental,Keivan Serrano,3/19/2023,126,7,0,9.2,0,34.25,$790.00 ,50,,,,,13,7, 7/8,7,0.88,122,0,0.126,0.5,0.3425,$0.00 ,0.5,0.13,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Botero,Fernando Gomez,3/19/2023,126,2,0,1.7,0.1667,78,"$23,494.00 ",61,,,,,13,8,8-Aug,8,1,126,1,0.126,0.61,0.78,$0.02 ,0.61,0.13,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Gone Somewhere,Michael Ybarra,2/19/2023,126,1,0,9.7,0.2308,54.5,"$16,100.00 ",59,,,,,41,5, 2/7,2,0.29,126,0,0.126,0.59,0.545,$0.02 ,0.59,0.41,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Low Dose,Jesus Osuna,3/18/2023,121,3,0,3.2,0.25,66.25,"$27,571.00 ",83,,,,,14,5, 1/4,1,0.25,126,0,0.121,0.83,0.6625,$0.03 ,0.83,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Palace Prince ,Ajhari Williams,3/13/2023,126,6,0,2.4,0.0714,82.5,"$27,513.00 ",85,,,,,19,6,6-Jun,6,1,122,0,0.126,0.85,0.825,$0.03 ,0.85,0.19,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Guarding Elk Camp,Kody Kellenberger,2/19/2023,121,4,0,8.7,0.1765,46.5,"$2,533.00 ",43,,,,,41,5, 5/7,5,0.71,121,0,0.121,0.43,0.465,$0.00 ,0.43,0.41,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Full Draw,Daniel Aguilar,3/19/2023,126,7,0,11.4,0.0667,65.25,"$7,071.00 ",64,,,,,13,7,8-Jun,6,0.75,126,0,0.126,0.64,0.6525,$0.01 ,0.64,0.13,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,74,Platinum Equity,Ron Beverly Jr,1/19/2023,126,5,0,10.1,0.3333,59,"$1,775.00 ",30,,,,,72,8,8-Aug,8,1,117,0,0.126,0.3,0.59,$0.00 ,0.3,0.72,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,Time to Zoom ,Keivan Serrano,3/18/2023,126,1,0,0.7,0.4545,76.75,"$17,450.00 ",86,,,,,14,5, 1/7,1,0.14,126,1,0.126,0.86,0.7675,$0.02 ,0.86,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,Babe's Got Appeal,Daniel Aguilar,3/12/2023,121,4,0,1.6,0.25,62,"$9,610.00 ",75,,,,,20,5,6-Feb,2,0.33,121,0,0.121,0.75,0.62,$0.01 ,0.75,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,U S Ready,Jesus Osuna,3/18/2023,121,2,0,19.6,0.4286,57,"$1,600.00 ",72,,,,,14,5, 4/7,4,0.57,121,0,0.121,0.72,0.57,$0.00 ,0.72,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,Restoring Dreams,Martin Osuna,3/12/2023,126,6,0,11.5,0,72,"$4,800.00 ",68,,,,,20,6,6-Apr,4,0.67,126,0,0.126,0.68,0.72,$0.00 ,0.68,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,Conquest Moonmad,Devon Ellis,3/18/2023,126,5,0,54.8,0,44,"$1,600.00 ",45,,,,,14,11,7-Jul,7,1,126,0,0.126,0.45,0.44,$0.00 ,0.45,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,Tiz a speed bomb,Micheal Ybarra,3/11/2023,126,3,0,8.7,0.3333,55.25,"$3,142.00 ",38,,,,,21,7,5-May,5,1,126,0,0.126,0.38,0.5525,$0.00 ,0.38,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,My Mel Mar,Vladimir Jensen,2/18/2023,121,7,0,53.3,0,16.5,$352.00 ,0,,,,,42,9,7-Jul,7,1,126,0,0.121,0,0.165,$0.00 ,0,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,75,Double the Gold,Kody Kellenberger,3/5/2023,126,8,0,25.7,0,63.25,"$2,585.00 ",72,,,,,27,4,6-Feb,2,0.33,126,0,0.126,0.72,0.6325,$0.00 ,0.72,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Chocolate Wagon,Martin Osuna,2/11/2023,126,4,0,15.8,0.2857,60.25,"$12,052.00 ",15,,,,,49,6,8-Aug,8,1,126,1,0.126,0.15,0.6025,$0.01 ,0.15,0.49,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Holiday Train,Antonio Bazan,3/26/2023,126,1,0,3.5,0.3333,61.5,"$12,535.00 ",72,,,,,6,4, 1/8,1,0.13,126,0,0.126,0.72,0.615,$0.01 ,0.72,0.06,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Jjj Runaway,David Pinon,3/18/2023,126,2,0,7.6,0.25,72.5,"$12,955.00 ",70,,,,,14,3, 1/7,1,0.14,126,0,0.126,0.7,0.725,$0.01 ,0.7,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,From Above,Jesus Osuna,2/12/2023,126,6,0,4.9,0.5,76.25,"$8,077.00 ",82,,,,,48,5, 1/7,1,0.14,126,0,0.126,0.82,0.7625,$0.01 ,0.82,0.48,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Pirteville Cartel,Kevin Carbajal,3/5/2023,126,3,0,12.5,0,60.25,"$2,420.00 ",76,,,,,27,8,6-Feb,2,0.33,126,0,0.126,0.76,0.6025,$0.00 ,0.76,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Arizona Favorite,Aaron Belloc,1/14/2023,126,8,0,6.3,0.1667,42.25,$484.00 ,64,,,,,77,7, 7/9,7,0.78,129,0,0.126,0.64,0.4225,$0.00 ,0.64,0.77,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Stone Cash,Micheal Ybarra,3/18/2023,126,5,0,28.2,0,38,"$1,943.00 ",40,,,,,14,7, 4/7,4,0.57,126,0,0.126,0.4,0.38,$0.00 ,0.4,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,76,Socially Awkward,Elias Gutierrez ,2/26/2023,126,8,0,1.2,0.3,79,"$26,151.00 ",93,,,,,34,3, 1/8,1,0.13,126,0,0.126,0.93,0.79,$0.03 ,0.93,0.34,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Hit and Run,Keivan Serrano,3/18/2023,126,2,0,6.5,0,71,"$17,688.00 ",74,,,,,14,5, 4/9,4,0.44,122,1,0.126,0.74,0.71,$0.02 ,0.74,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Nolans Dragon,Kody Kellenberger,2/26/2023,126,1,0,2.4,0.1111,63.25,"$9,255.00 ",64,,,,,34,5, 1/8,1,0.13,126,0,0.126,0.64,0.6325,$0.01 ,0.64,0.34,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Whisky Road,Martin Osuna,6/3/2022,124,5,0,0.7,1,40,"$2,200.00 ",83,,,,,302,3,10-Jan,1,0.1,124,0,0.124,0.83,0.4,$0.00 ,0.83,3.02,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Wreckin Ball,Kevin Carbajal,3/4/2023,126,3,0,11.6,0.1111,61,"$5,017.00 ",63,,,,,28,7, 1/6,1,0.17,126,0,0.126,0.63,0.61,$0.01 ,0.63,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Dog Choice,David Pinon,3/5/2023,126,4,0,21.4,0,58,"$1,023.00 ",56,,,,,27,7,6-Apr,4,0.67,126,0,0.126,0.56,0.58,$0.00 ,0.56,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Yn Mira Linda,Aaron Belloc,3/18/2023,126,8,0,14.6,0.1,56.5,"$3,065.00 ",52,,,,,14,7, 6/7,6,0.86,126,0,0.126,0.52,0.565,$0.00 ,0.52,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Jasper Toe,Antonio Bazan,3/5/2023,126,6,0,28,0,53.5,"$1,234.00 ",55,,,,,27,5, 5/7,5,0.71,126,0,0.126,0.55,0.535,$0.00 ,0.55,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Rillito,77,Gonnabefirst,Ron Beverly Jr,3/5/2023,126,7,0,37.5,0,45.5,$484.00 ,68,,,,,27,6,6-Jun,6,1,126,0,0.126,0.68,0.455,$0.00 ,0.68,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Freezer Burn,Charle Oliveros,2/12/2023,123,2,0,13.2,0.2222,49.25,"$17,320.00 ",63,,,,,48,6, 3/5,3,0.6,118,1,0.123,0.63,0.4925,$0.02 ,0.63,0.48,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Veilazig,Weston Hamilton,3/10/2023,123,3,0,6.4,0.0556,54.75,"$12,981.00 ",49,,,,,22,7, 7/9,7,0.78,123,0,0.123,0.49,0.5475,$0.01 ,0.49,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Cato's Lady,Rodolfo Guerra,2/26/2023,123,1,0,2.2,0.0588,62.5,"$14,627.00 ",72,,,,,34,4, 1/9,1,0.11,123,0,0.123,0.72,0.625,$0.01 ,0.72,0.34,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,High Value Target,Stewart Elliot,3/17/2023,123,7,0,8.6,0.1765,49.5,"$12,942.00 ",48,,,,,15,5, 6/7,6,0.86,123,0,0.123,0.48,0.495,$0.01 ,0.48,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Nora's Legacy,Emesto Valdez-Jiminez,3/17/2023,123,5,0,2.5,0.1818,64.5,"$11,381.00 ",61,,,,,15,6, 2/7,2,0.29,123,0,0.123,0.61,0.645,$0.01 ,0.61,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Suffragette,Anardis Rodriguez,3/17/2023,123,8,0,25.1,0.15,51.75,"$5,050.00 ",39,,,,,15,5,7-Jul,7,1,123,0,0.123,0.39,0.5175,$0.01 ,0.39,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Kim's Texas,Gerber Pivaral,3/5/2023,123,4,0,8.7,0.1818,67,"$23,799.00 ",76,,,,,27,4,8-Jun,6,0.75,123,0,0.123,0.76,0.67,$0.02 ,0.76,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,78,Palm Court,Rene Diaz,2/25/2023,123,6,0,4.5,0.1429,66.25,"$11,820.00 ",63,,,,,35,5, 6/7,6,0.86,123,0,0.123,0.63,0.6625,$0.01 ,0.63,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,Sign of War,Rodolfo Guerra,3/5/2023,119,6,0,9.9,0.1667,72.75,"$23,080.00 ",78,,,,,27,5,7-Jul,7,1,118,1,0.119,0.78,0.7275,$0.02 ,0.78,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,Stayed in for Half,Stewart Elliot,11/14/2022,119,2,0,7.1,0.2,82.5,"$28,000.00 ",74,,,,,138,4, 8/9,8,0.89,119,0,0.119,0.74,0.825,$0.03 ,0.74,1.38,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,Saturday's Gold,Gerardo Mora,3/12/2023,119,4,0,5,0.3333,78.5,"$35,928.00 ",86,,,,,20,6,10-Feb,2,0.2,121,0,0.119,0.86,0.785,$0.04 ,0.86,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,Let's Go Alamo,Leandro Goncalves,1/22/2023,119,7,0,5.2,0.375,75.5,"$36,876.00 ",79,,,,,69,6,10-Jan,1,0.1,123,0,0.119,0.79,0.755,$0.04 ,0.79,0.69,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,Lookin for Loki,Lane Luzzi,2/26/2023,119,1,0,4.6,0.25,76.5,"$18,466.00 ",81,,,,,34,5,8-Aug,1,1,119,0,0.119,0.81,0.765,$0.02 ,0.81,0.34,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,My baby's Gone,Gerber Pivaral,3/12/2023,120,5,0,6.6,0.1765,73,"$6,841.00 ",76,,,,,20,5,8-Feb,2,0.25,123,0,0.12,0.76,0.73,$0.01 ,0.76,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,79,Tough Charlie,Floyd Wethey Jr,2/15/2023,119,3,0,1.6,0.4,93.75,"$30,410.00 ",82,,,,,45,7,7-Jul,7,1,122,0,0.119,0.82,0.9375,$0.03 ,0.82,0.45,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Feeling Happy,Weston Hamilton,2/3/2023,119,7,0,4.9,0.125,80.5,"$27,746.00 ",75,,,,,57,4, 3/7,3,0.43,123,1,0.119,0.75,0.805,$0.03 ,0.75,0.57,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Total Malice,Rodolfo Guerra,3/23/2023,119,8,0,12.9,0.3333,66.75,"$19,738.00 ",71,,,,,9,5,8-Apr,4,0.5,120,0,0.119,0.71,0.6675,$0.02 ,0.71,0.09,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Aisha R N,Stewart Elliot,2/18/2023,116,2,0,8.8,0.1667,51.5,"$62,235.00 ",66,,,,,42,3,6-Mar,3,0.5,122,0,0.116,0.66,0.515,$0.06 ,0.66,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Ring Me Darling,Lane Luzzi,12/9/2022,119,9,0,5.1,0.2222,63.25,"$5,777.00 ",71,,,,,113,4,11-May,5,0.45,117,0,0.119,0.71,0.6325,$0.01 ,0.71,1.13,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Cadeau de Paix,Leandro Goncalves,2/25/2023,119,1,0,19.4,0.0769,72.75,"$31,265.00 ",76,,,,,35,8, 2/7,2,0.29,119,0,0.119,0.76,0.7275,$0.03 ,0.76,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,She's Jersey Tuff,Charle Oliveros,3/23/2023,119,6,0,13.6,0.0625,65,"$24,923.00 ",65,,,,,9,3, 3/7,3,0.43,114,0,0.119,0.65,0.65,$0.02 ,0.65,0.09,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Delightof the Nile,Gerado Mora,2/19/2022,121,3,0,1.4,0.3333,51,"$20,980.00 ",80,,,,,406,3, 1/7,1,0.14,123,0,0.121,0.8,0.51,$0.02 ,0.8,4.06,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Lovey Dovey,Iram Diego,2/11/2023,119,5,0,19.6,0.1667,69.25,"$11,520.00 ",68,,,,,49,6,6-Feb,2,0.33,123,0,0.119,0.68,0.6925,$0.01 ,0.68,0.49,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,80,Baby Blue Eyes,Ernesto Valdez-Jiminez,2/25/2023,119,4,0,6,0.0769,56.5,"$9,787.00 ",76,,,,,35,4, 2/7,2,0.29,119,0,0.119,0.76,0.565,$0.01 ,0.76,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Red Hot Moon,Rene Diaz,3/22/2023,123,2,0,3.5,0.0769,79.25,"$33,317.00 ",90,,,,,10,4, 1/8,1,0.13,123,1,0.123,0.9,0.7925,$0.03 ,0.9,0.1,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Gastown,Rodolfo Guerra,3/12/2023,123,8,0,3.8,0.1333,79.75,"$10,457.00 ",79,,,,,20,5,10-Aug,8,0.8,119,0,0.123,0.79,0.7975,$0.01 ,0.79,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Frosty Flirt,Ernesto Valdez-Jiminez,3/5/2023,123,3,0,12.6,0.0769,74.5,"$20,098.00 ",87,,,,,27,7,8-Apr,4,0.5,123,0,0.123,0.87,0.745,$0.02 ,0.87,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Malibu Midnight,Lane Luzzi,3/17/2023,123,7,0,13.4,0,68.5,"$4,013.00 ",36,,,,,15,6,6-Jun,6,1,119,0,0.123,0.36,0.685,$0.00 ,0.36,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Lil Ashley B.,Weston Hamilton,3/17/2023,123,6,0,15.5,0.1667,51,"$19,690.00 ",57,,,,,15,7, 5/6,5,0.83,119,0,0.123,0.57,0.51,$0.02 ,0.57,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Street Tapper,Leandro Goncalves,3/5/2023,123,4,0,2.9,0.2222,72,"$12,728.00 ",82,,,,,27,4, 1/8,1,0.13,123,0,0.123,0.82,0.72,$0.01 ,0.82,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Mrs. Krinkles,Floyd Wethey Jr,3/5/2023,123,5,0,8.5,0.2353,66.5,"$25,831.00 ",87,,,,,27,5, 3/8,3,0.38,123,0,0.123,0.87,0.665,$0.03 ,0.87,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Platinum Queen,Stewart Elliot,2/25/2023,123,9,0,8.2,0.1429,67.5,$200.00 ,77,,,,,35,5,8-Jun,6,0.75,119,0,0.123,0.77,0.675,$0.00 ,0.77,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Sam Houston Race Park,81,Afficionado,Gerado Mora,3/5/2023,123,1,0,6.9,0,53,$400.00 ,73,,,,,27,6, 7/8,7,0.88,123,0,0.123,0.73,0.53,$0.00 ,0.73,0.27,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
