Individual Race Samples,Date,Race Event Name,Race Number,Horse Name,Jockey,Last Raced,Weight,Start Position,Finish Position,Odds,LIFE%WIN,AVESPRAT,W/RACE,LSPEDRAT,JOCK%WIN0,JOCK#WIN0,JIMISTDATA,NEWDIST,timeSinceLastRace,Age Of Horse,finishingPostioninLastRace,Finish position 2,numerical finishing position,weightCarriedInPastRace,Binary Odds,Weight2,odds2,AVESPRAT2,W/Race2,LSPEDRAT 2,Timesince,JOCK#RACE,JOCK#WIN,JOCK%WIN,JOCK#TOP3TOTAL,JOCK#TOP3%,JOCK#RACEL2,JOCK#WINL2,JOCK%WINL2,JOCK#TOP3TL2,JOCK%TOP3L2
,4/1/2023, GulfStream park,36,Mage,Luis Saez,3/4/2023,122,11,0,4.7,0.5,45.75,"$2,488,700.00 ",95,,,,,28,3, 4/9,4,0.44,119,0,0.122,0.95,0.4575,$2.49 ,0.95,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Cyclone Mischief,Javier Castellano,3/4/2023,122,2,0,13.1,0.3333,86.75,"$177,100.00 ",97,,,,,28,3,9-Mar,3,0.33,121,0,0.122,0.97,0.8675,$0.18 ,0.97,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Mr. Ripple,Edgard Zayas,3/2/2023,122,10,0,47.5,0.3333,69.75,"$70,260.00 ",91,,,,,30,3,6-Feb,2,0.33,120,0,0.122,0.91,0.6975,$0.07 ,0.91,0.3,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Fort Bragg,Joel Rosario,3/4/2023,122,12,0,12,0.2,92.75,"$238,900.00 ",100,,,,,28,3, 5/9,5,0.56,120,0,0.122,1,0.9275,$0.24 ,1,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Il Miracolo,Jesus Rios,3/4/2023,122,5,0,98.2,0.125,69.25,"$91,775.00 ",76,,,,,28,3,9-Jun,6,0.67,119,0,0.122,0.76,0.6925,$0.09 ,0.76,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,West Coast Cowboy,Sonny Leon,2/4/2023,122,4,0,60.7,0.3333,54.75,"$168,090.00 ",85,,,,,56,3, 3/8,3,0.38,118,0,0.122,0.85,0.5475,$0.17 ,0.85,0.56,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Jungfrau,Paco Lopez,2/11/2023,122,1,0,41.1,0.25,63.75,"$14,320.00 ",19,,,,,49,3, 6/7,6,0.86,118,0,0.122,0.19,0.6375,$0.01 ,0.19,0.49,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Nautical Star,Leonel Reyes,2/18/2023,122,9,0,39.3,0.5,43.5,"$68,500.00 ",93,,,,,42,3,11-Jan,1,0.09,119,0,0.122,0.93,0.435,$0.07 ,0.93,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Mr. Peeks,Edwin Gonzalez,3/12/2023,122,3,0,74.7,0,44,"$61,745.00 ",90,,,,,20,3,6-Feb,2,0.33,118,0,0.122,0.9,0.44,$0.06 ,0.9,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Dubyuhnell,Jose Ortiz,2/11/2023,122,6,0,22.9,0.5,78.5,"$10,000.00 ",60,,,,,49,3,11-Aug,8,0.73,124,0,0.122,0.6,0.785,$0.01 ,0.6,0.49,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023, GulfStream park,36,Shaq Diesel,Miguel Vasquez,2/18/2023,122,8,0,80.9,0.375,74.75,"$32,430.00 ",72,,,,,42,3,14-Oct,10,0.71,122,0,0.122,0.72,0.7475,$0.03 ,0.72,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Baagy,Marshall Mendez,3/16/2023,124,4,0,3.7,0.1538,74.5,"$63,856.00 ",64,,,,,16,4, 5/8,5,0.63,122,1,0.124,0.64,0.745,$0.06 ,0.64,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Pyeong,Justin Lewis,2/18/2023,117,2,0,1.2,0.1,78.5,"$30,107.00 ",79,,,,,42,6, 5/6,5,0.83,114,0,0.117,0.79,0.785,$0.03 ,0.79,0.42,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Like Segal,Juan Nunez,3/16/2023,122,7,0,14,0.125,53.5,"$17,015.00 ",57,,,,,16,5,8-Aug,8,1,122,0,0.122,0.57,0.535,$0.02 ,0.57,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Night Boss,Carlos Lopez,12/14/2022,124,1,0,4.2,0.125,72.75,"$1,576.00 ",73,,,,,108,4, 5/7,5,0.71,122,0,0.124,0.73,0.7275,$0.00 ,0.73,1.08,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Prince of Fenton,Denis Araujo,2/8/2023,124,6,0,6.2,0.1667,62,"$21,890.00 ",37,,,,,52,4, 5/6,5,0.83,122,0,0.124,0.37,0.62,$0.02 ,0.37,0.52,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Santo ,Fredy Peltroche,3/9/2023,124,5,0,6.5,0.2,73,"$20,392.00 ",75,,,,,23,6, 4/7,4,0.57,122,0,0.124,0.75,0.73,$0.02 ,0.75,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,37,Fearnought ,Victor Rodriguez,3/16/2023,122,3,0,35.2,0.2143,55.5,"$30,893.00 ",56,,,,,16,4,8-Feb,2,0.25,124,0,0.122,0.56,0.555,$0.03 ,0.56,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,38,Never Compromise,Fredy Peltroche,3/11/2023,124,4,0,2.4,0.5,82.5,"$88,491.00 ",81,,,,,21,6, 6/7,6,0.86,122,1,0.124,0.81,0.825,$0.09 ,0.81,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,38,Golden Appeal,Juan Nunez,3/1/2023,122,5,0,10.7,0.1,76.5,"$32,017.00 ",66,,,,,31,7,6-Jun,6,1,122,0,0.122,0.66,0.765,$0.03 ,0.66,0.31,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,38,Auburn Mill,Reshawn Latchman,3/11/2023,122,1,0,0.3,0.4375,86.5,"$36,928.00 ",93,,,,,21,6, 2/7,2,0.29,122,0,0.122,0.93,0.865,$0.04 ,0.93,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,38,Rey O Reyes,Marshall Mendez,2/25/2023,122,3,0,17.2,0.1818,46,"$20,261.00 ",0,,,,,35,5,7-Jul,7,1,113,0,0.122,0,0.46,$0.02 ,0,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,38,Stringfella,Javier Rivera,3/18/2023,122,2,0,15.6,0.0909,57,"$9,594.00 ",45,,,,,14,5,6-Jun,6,1,122,0,0.122,0.45,0.57,$0.01 ,0.45,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Ridiculous ,Arnaldo Bocachica,3/10/2023,124,6,0,0.9,0.1765,72.75,"$53,192.00 ",68,,,,,22,4, 4/9,4,0.44,124,1,0.124,0.68,0.7275,$0.05 ,0.68,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Happy Champ,Carlos Lopez,3/10/2023,122,4,0,4.4,0.1667,66.25,"$31,714.00 ",68,,,,,22,5,9-Mar,3,0.33,115,0,0.122,0.68,0.6625,$0.03 ,0.68,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Beyond the Bend,Inoel Beato,3/16/2023,122,5,0,8.6,0.125,38.75,"$30,354.00 ",37,,,,,16,6,8-Aug,8,1,110,0,0.122,0.37,0.3875,$0.03 ,0.37,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Shoulda Had it,Fredy Peltroche,3/10/2023,124,8,0,9,0.0714,55.75,"$7,534.00 ",70,,,,,22,5, 2/9,2,0.22,122,0,0.124,0.7,0.5575,$0.01 ,0.7,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Southern Saviour,Kim Cecil,3/10/2023,122,7,0,45.6,0.0714,61,"$1,203.00 ",66,,,,,22,7, 5/9,5,0.56,124,0,0.122,0.66,0.61,$0.00 ,0.66,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Top Hat Treason,Carlos Marrero,3/17/2023,124,10,0,39.3,0,64,"$5,034.00 ",71,,,,,15,6, 2/7,2,0.29,124,0,0.124,0.71,0.64,$0.01 ,0.71,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Auts Revolution,Gerald Almodovar,3/17/2023,124,3,0,14.6,0.125,59.25,"$7,257.00 ",49,,,,,15,7,10-Sep,9,0.9,124,0,0.124,0.49,0.5925,$0.01 ,0.49,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,The Iron Bank,Alisson Nunez,3/9/2023,122,2,0,63.1,0.0588,44.75,$405.00 ,39,,,,,23,10,10-Sep,9,0.9,116,0,0.122,0.39,0.4475,$0.00 ,0.39,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Cayenne Creek,Marshal Mendez,3/10/2023,124,9,0,20.6,0.0833,63.75,"$2,241.00 ",53,,,,,22,7,9-Sep,9,1,124,0,0.124,0.53,0.6375,$0.00 ,0.53,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,39,Hair of the Dog,Julio Hemandez,3/9/2023,124,1,0,6.9,0.1333,60.5,"$6,000.00 ",73,,,,,23,6, 1/6,1,0.17,124,0,0.124,0.73,0.605,$0.01 ,0.73,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,Stryda,Denis Araujo,3/4/2023,116,1,0,0.6,0.25,50.25,"$99,162.00 ",66,,,,,28,3,6-Feb,2,0.33,122,1,0.116,0.66,0.5025,$0.10 ,0.66,0.28,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,Dreamy Sonde,Armaldo Bocachica,3/9/2023,120,7,0,2.4,1,13.75,"$45,029.00 ",55,,,,,23,3, 1/7,1,0.14,124,0,0.12,0.55,0.1375,$0.05 ,0.55,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,La Maddalena,Gerald Almodovar,3/11/2023,119,3,0,17,0.2,51,"$53,683.00 ",50,,,,,21,3, 4/9,4,0.44,121,0,0.119,0.5,0.51,$0.05 ,0.5,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,Cherokee Castle,Carlos Lopez,3/11/2023,122,2,0,5.4,0,64,"$36,092.00 ",56,,,,,21,5, 2/9,2,0.22,122,0,0.122,0.56,0.64,$0.04 ,0.56,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,Real Appeal ,Reshawn Latchman,3/18/2023,122,6,0,51.7,0.0588,46,"$22,882.00 ",49,,,,,14,5, 3/7,3,0.43,124,0,0.122,0.49,0.46,$0.02 ,0.49,0.14,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,Lucky Bop,Andre Ramgeet,3/11/2023,118,4,0,24.9,0.3333,35.75,"$42,019.00 ",43,,,,,21,3, 8/9,8,0.89,118,0,0.118,0.43,0.3575,$0.04 ,0.43,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,Micheaux,Darius Thorpe,1/18/2023,122,5,0,52.6,0.1111,35,"$28,584.00 ",35,,,,,73,4, 3/7,3,0.43,122,0,0.122,0.35,0.35,$0.03 ,0.35,0.73,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,40,It's a Real Honor,Fredy Peltroche,3/11/2023,124,8,0,41.6,0.1429,39.75,"$25,360.00 ",49,,,,,21,4, 5/9,5,0.56,126,0,0.124,0.49,0.3975,$0.03 ,0.49,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Gallant Gold,Carlos Lopez,3/11/2023,122,9,0,1.9,0.1579,80.5,"$37,699.00 ",81,,,,,21,4, 3/7,3,0.43,115,1,0.122,0.81,0.805,$0.04 ,0.81,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Subject to Change,Christian Hiraldo,3/11/2023,122,4,0,10,0.0625,79,"$35,207.00 ",81,,,,,21,5,9-Mar,3,0.33,122,0,0.122,0.81,0.79,$0.04 ,0.81,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Royal Thunder,Orlando Bocachica,3/11/2023,122,6,0,7.8,0.1176,75.25,"$20,427.00 ",73,,,,,21,6,9-Jun,6,0.67,122,0,0.122,0.73,0.7525,$0.02 ,0.73,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Sag Harbor,Reshawn Latchman,3/11/2023,124,2,0,16.9,0.1,75.75,"$26,715.00 ",72,,,,,21,6, 7/9,7,0.78,124,0,0.124,0.72,0.7575,$0.03 ,0.72,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Noid,Grant Whitacre,1/27/2023,122,1,0,16.4,0.3,77.75,"$24,628.00 ",77,,,,,64,5,8-Apr,4,0.5,124,0,0.122,0.77,0.7775,$0.02 ,0.77,0.64,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Charlie Potatoes,Gerald Almodovar,2/22/2023,122,5,0,9.4,0.2308,76.75,"$10,600.00 ",75,,,,,38,5, 5/8,5,0.63,120,0,0.122,0.75,0.7675,$0.01 ,0.75,0.38,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,One Two Kid,Jorge Hernandez,2/25/2023,122,7,0,73.2,0.15,52.5,"$8,065.00 ",46,,,,,35,5,8-Aug,8,1,113,0,0.122,0.46,0.525,$0.01 ,0.46,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Jammin Still,Juan Nunez,3/17/2023,122,8,0,50,0.0417,71,"$29,764.00 ",70,,,,,15,7,10-Feb,2,0.2,124,0,0.122,0.7,0.71,$0.03 ,0.7,0.15,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,41,Missionsninetynine,Denis Araujo,3/11/2023,124,3,0,1.3,0.3125,81.75,"$41,145.00 ",85,,,,,21,5, 2/7,2,0.29,124,0,0.124,0.85,0.8175,$0.04 ,0.85,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Bali's Shade,Alisson Nunez,3/10/2023,122,4,0,10.3,0,66.5,"$18,319.00 ",64,,,,,22,4, 5/7,5,0.71,122,0,0.122,0.64,0.665,$0.02 ,0.64,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Cajun Fun,Fredy Peltroche,3/11/2023,116,3,0,9.5,0.3333,34.25,"$14,310.00 ",66,,,,,21,3, 1/9,1,0.11,113,0,0.116,0.66,0.3425,$0.01 ,0.66,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,I Once Stood Alone,Jose Vega,3/16/2023,118,8,0,19.1,0.0769,39,"$21,514.00 ",60,,,,,16,3, 2/9,2,0.22,118,0,0.118,0.6,0.39,$0.02 ,0.6,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Bigz's Cabana Boy,Reshawn Latchman,2/15/2023,118,1,0,4.8,0.1667,46.75,"$8,798.00 ",62,,,,,45,3, 3/7,3,0.43,118,0,0.118,0.62,0.4675,$0.01 ,0.62,0.45,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Primetime Jet,Denis Araujo,3/10/2023,124,5,0,0.7,0.2308,64.25,"$17,937.00 ",80,,,,,22,4, 2/7,2,0.29,124,0,0.124,0.8,0.6425,$0.02 ,0.8,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Speights your mind,Gerald Almodovar,3/10/2023,119,2,0,51.4,0.3333,38.75,"$16,247.00 ",60,,,,,22,3, 6/7,6,0.86,122,0,0.119,0.6,0.3875,$0.02 ,0.6,0.22,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Timmy,Christian Hiraldo,2/25/2023,126,9,0,4.7,0.2727,64.25,"$29,326.00 ",62,,,,,35,4, 1/7,1,0.14,120,0,0.126,0.62,0.6425,$0.03 ,0.62,0.35,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Knockdown Kid,Gustavo Larrosa,3/8/2023,122,7,0,81.4,0.0526,44.5,"$8,519.00 ",53,,,,,24,4, 3/7,3,0.43,122,0,0.122,0.53,0.445,$0.01 ,0.53,0.24,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,42,Barb's Pride,Carlos Lopez,3/12/2023,122,6,0,30.9,0.1429,26.75,"$29,245.00 ",11,,,,,20,3,6-Jun,6,1,124,1,0.122,0.11,0.2675,$0.03 ,0.11,0.2,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,DQ-C R's Mandate ,Marshal Mendez,2/17/2023,126,3,0,3.1,0.3077,79,"$43,988.00 ",80.5,,,,,43,5, 3/7,3,0.43,124,1,0.126,0.805,0.79,$0.04 ,0.805,0.43,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Overly Critical,Carlos Marrero,3/1/2023,122,8,0,9.1,0.1667,72.25,"$61,828.00 ",73,,,,,31,4, 2/7,2,0.29,120,0,0.122,0.73,0.7225,$0.06 ,0.73,0.31,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Hot Fudge Sonde  ,Reshawn Latchman,2/17/2023,126,10,0,2.4,0.1818,83.5,"$21,309.00 ",87,,,,,43,5, 2/7,2,0.29,124,0,0.126,0.87,0.835,$0.02 ,0.87,0.43,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Juba's Notion,Gerald Almodovar,2/17/2023,120,5,0,1.9,0.4444,77.25,"$80,337.00 ",82,,,,,43,3, 1/7,1,0.14,120,0,0.12,0.82,0.7725,$0.08 ,0.82,0.43,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Bristol Channel,Victor Rodriguez,2/17/2023,120,2,0,10.8,0.25,50.25,"$43,295.00 ",58,,,,,43,4, 6/7,6,0.86,122,0,0.12,0.58,0.5025,$0.04 ,0.58,0.43,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Humpty Grumpty,Wesley Ho,3/11/2023,126,1,0,19.9,0.25,68.5,"$3,811.00 ",64,,,,,21,6,8-Aug,8,1,122,0,0.126,0.64,0.685,$0.00 ,0.64,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Run to Daylight,Armaldo Bocachica,1/27/2023,126,9,0,9.9,0.1,71.75,"$11,966.00 ",61,,,,,64,4,8-Aug,8,1,117,0,0.126,0.61,0.7175,$0.01 ,0.61,0.64,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Taraashoq,Denis Araujo,3/16/2023,122,4,0,61,0.0909,62.25,"$36,649.00 ",62,,,,,16,5,8-Jun,6,0.75,124,0,0.122,0.62,0.6225,$0.04 ,0.62,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,Stormin Rocket,Juan Numez,3/16/2023,126,6,0,18.3,0.1875,58.5,"$31,630.00 ",61,,,,,16,4, 1/8,1,0.13,126,0,0.126,0.61,0.585,$0.03 ,0.61,0.16,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,43,He Rolls,Justin Lewis,2/19/2023,115,7,0,50.3,0.0526,46.25,"$23,312.00 ",54,,,,,41,4,10-Jan,1,0.1,119,0,0.115,0.54,0.4625,$0.02 ,0.54,0.41,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,We B Shackin,Carlos Marrero,3/11/2023,124,7,0,2.2,0,68,"$14,831.00 ",63,,,,,21,4,10-Mar,3,0.3,124,1,0.124,0.63,0.68,$0.01 ,0.63,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Book of Delancey,Darius Thorpe,3/25/2023,124,9,0,34.1,0.087,58.25,"$16,200.00 ",43,,,,,7,6,8-Aug,8,1,117,0,0.124,0.43,0.5825,$0.02 ,0.43,0.07,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Earthquakedirector,Christian Hiraldo,1/21/2023,122,5,0,70.7,0.0588,53.25,"$3,298.00 ",42,,,,,70,8,10-Aug,8,0.8,120,0,0.122,0.42,0.5325,$0.00 ,0.42,0.7,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Make The Way Clear,Gerald Almodovar,3/23/2023,126,2,0,13,0.1,58.25,"$14,006.00 ",58,,,,,9,4, 1/9,1,0.11,124,0,0.126,0.58,0.5825,$0.01 ,0.58,0.09,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Dreamers Reward,Inoel Beato,3/9/2023,122,4,0,4.8,0.0833,68.75,"$7,975.00 ",64,,,,,23,5, 4/9,4,0.44,120,0,0.122,0.64,0.6875,$0.01 ,0.64,0.23,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Its Over,Juan Nunez,3/11/2023,124,6,0,2.5,0.0556,68.5,"$21,392.00 ",63,,,,,21,4,10-Feb,2,0.2,124,0,0.124,0.63,0.685,$0.02 ,0.63,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Mr. Mosley,Denis Araujo,2/19/2023,124,1,0,5.3,0.125,61.5,"$2,175.00 ",58,,,,,41,5, 6/7,6,0.86,112,0,0.124,0.58,0.615,$0.00 ,0.58,0.41,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Dejohn,Justin Lewis,3/3/2023,119,3,0,7.1,0.0667,46,"$16,250.00 ",67,,,,,29,5, 1/7,1,0.14,115,0,0.119,0.67,0.46,$0.02 ,0.67,0.29,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Hollywood Casino At Charles Town Races,44,Under Fire,Carlos Lopez,2/12/2023,124,8,0,17.6,0.2222,56.5,$735.00 ,46,,,,,48,5,8-Aug,8,1,122,0,0.124,0.46,0.565,$0.00 ,0.46,0.48,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Laurel Park,45,Musical Cat,Haracio Karamanos,3/11/2023,126,5,0,5,0.1333,59.25,"$68,115.00 ",52,,,,,21,5, 2/7,2,0.29,126,1,0.126,0.52,0.5925,$0.07 ,0.52,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Laurel Park,45,Lovely Liza,Jerion Barbosa,3/11/2023,108,2,0,7.4,0.25,42.5,"$43,635.00 ",47,,,,,21,3, 5/6,5,0.83,112,0,0.108,0.47,0.425,$0.04 ,0.47,0.21,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
,4/1/2023,Laurel Park,45,Tap N Glo,Charlie Marquez,2/11/2023,126,6,0,2.8,0.1429,62.25,"$46,400.00 ",58,,,,,49,4,8-Jun,6,0.75,126,0,0.126,0.58,0.6225,$0.05 ,0.58,0.49,,,#DIV/0!,,#DIV/0!,,,#DIV/0!,,#DIV/0!
